SaleID,DateKey,Year,ProductKey,CustomerKey,Quantity,NetPrice,TotalSale
59,20080101,2008,1666,15084,1,16.0455,16.0455
60,20080101,2008,1666,15085,1,16.0455,16.0455
61,20080101,2008,1666,15090,1,16.0455,16.0455
62,20080101,2008,1666,15091,1,16.0455,16.0455
63,20080101,2008,1666,15092,1,16.0455,16.0455
64,20080101,2008,1666,15099,1,16.0455,16.0455
65,20080101,2008,1666,15107,1,16.0455,16.0455
66,20080101,2008,1666,15108,1,16.0455,16.0455
67,20080101,2008,1666,15109,1,16.0455,16.0455
68,20080101,2008,1666,15204,1,16.0455,16.0455
69,20080101,2008,1666,15539,1,16.0455,16.0455
70,20080101,2008,1666,15541,1,16.0455,16.0455
71,20080101,2008,1666,15594,1,16.0455,16.0455
72,20080101,2008,1666,15685,1,16.0455,16.0455
73,20080101,2008,1666,15691,1,16.0455,16.0455
74,20080101,2008,1666,15692,1,16.0455,16.0455
75,20080101,2008,1666,15699,1,16.0455,16.0455
76,20080101,2008,1666,15705,1,16.0455,16.0455
77,20080101,2008,1666,15706,1,16.0455,16.0455
78,20080101,2008,1666,15708,1,16.0455,16.0455
79,20080101,2008,1666,15709,1,16.0455,16.0455
80,20080101,2008,1666,15723,1,16.0455,16.0455
81,20080101,2008,1666,15724,1,16.0455,16.0455
82,20080101,2008,1666,16453,1,16.0455,16.0455
83,20080101,2008,1666,16460,1,16.0455,16.0455
84,20080101,2008,1666,16461,1,16.0455,16.0455
85,20080101,2008,1666,16528,1,16.0455,16.0455
86,20080101,2008,1666,16529,1,16.0455,16.0455
87,20080101,2008,1666,16530,1,16.0455,16.0455
88,20080101,2008,1666,16616,1,16.0455,16.0455
89,20080101,2008,1666,16620,1,16.0455,16.0455
90,20080101,2008,1666,16621,1,16.0455,16.0455
91,20080101,2008,1666,16622,1,16.0455,16.0455
92,20080101,2008,1666,16631,1,16.0455,16.0455
93,20080101,2008,1666,16632,1,16.0455,16.0455
94,20080101,2008,1666,16641,1,16.0455,16.0455
95,20080101,2008,1666,16642,1,16.0455,16.0455
96,20080101,2008,1666,16646,1,16.0455,16.0455
97,20080101,2008,1666,16647,1,16.0455,16.0455
98,20080101,2008,1666,16648,1,16.0455,16.0455
99,20080101,2008,1666,16662,1,16.0455,16.0455
100,20080101,2008,1666,16664,1,16.0455,16.0455
101,20080101,2008,1666,16665,1,16.0455,16.0455
102,20080101,2008,1666,17076,1,16.0455,16.0455
103,20080101,2008,1666,17077,1,16.0455,16.0455
104,20080101,2008,1666,17084,1,16.0455,16.0455
105,20080101,2008,1666,17085,1,16.0455,16.0455
106,20080101,2008,1666,17147,1,16.0455,16.0455
107,20080101,2008,1666,17236,1,16.0455,16.0455
108,20080101,2008,1666,17237,1,16.0455,16.0455
109,20080101,2008,1666,17238,1,16.0455,16.0455
110,20080101,2008,1666,17239,1,16.0455,16.0455
111,20080101,2008,1666,17243,1,16.0455,16.0455
112,20080101,2008,1666,17244,1,16.0455,16.0455
113,20080101,2008,1666,17245,1,16.0455,16.0455
114,20080101,2008,1666,17253,1,16.0455,16.0455
115,20080101,2008,1666,17254,1,16.0455,16.0455
116,20080101,2008,1666,17260,1,16.0455,16.0455
117,20080101,2008,1666,17268,1,16.0455,16.0455
118,20080101,2008,1666,17269,1,16.0455,16.0455
119,20080101,2008,1666,17288,1,16.0455,16.0455
120,20080101,2008,1666,17289,1,16.0455,16.0455
121,20080101,2008,1666,17290,1,16.0455,16.0455
122,20080101,2008,1666,18049,1,16.0455,16.0455
123,20080101,2008,1666,18128,1,16.0455,16.0455
124,20080101,2008,1666,18129,1,16.0455,16.0455
125,20080101,2008,1666,18130,1,16.0455,16.0455
126,20080101,2008,1666,18220,1,16.0455,16.0455
127,20080101,2008,1666,18221,1,16.0455,16.0455
128,20080101,2008,1666,18222,1,16.0455,16.0455
129,20080101,2008,1666,18229,1,16.0455,16.0455
130,20080101,2008,1666,18235,1,16.0455,16.0455
131,20080101,2008,1666,18236,1,16.0455,16.0455
132,20080101,2008,1666,18237,1,16.0455,16.0455
133,20080101,2008,1666,18239,1,16.0455,16.0455
134,20080101,2008,1666,18240,1,16.0455,16.0455
135,20080101,2008,1666,18244,1,16.0455,16.0455
136,20080101,2008,1666,18245,1,16.0455,16.0455
137,20080101,2008,1666,18246,1,16.0455,16.0455
138,20080101,2008,1666,18252,1,16.0455,16.0455
139,20080101,2008,1666,18253,1,16.0455,16.0455
140,20080101,2008,1666,18262,1,16.0455,16.0455
141,20080101,2008,1666,18275,1,16.0455,16.0455
142,20080101,2008,1666,18355,1,16.0455,16.0455
143,20080101,2008,1666,82,1,16.0455,16.0455
144,20080101,2008,1666,83,1,16.0455,16.0455
145,20080101,2008,1666,84,1,16.0455,16.0455
146,20080101,2008,1666,174,1,16.0455,16.0455
147,20080101,2008,1666,175,1,16.0455,16.0455
148,20080101,2008,1666,178,1,16.0455,16.0455
149,20080101,2008,2145,18813,1,123.405,123.405
150,20080101,2008,744,18813,1,37.905,37.905
151,20080101,2008,2053,18813,1,94.9905,94.9905
152,20080101,2008,2365,18813,1,379.9905,379.9905
153,20080101,2008,1270,18813,1,6.6025,6.6025
154,20080101,2008,1497,18813,1,253.65,253.65
155,20080101,2008,1452,18813,1,278.35,278.35
156,20080101,2008,2206,18813,1,604.1905,604.1905
157,20080101,2008,1552,18813,1,378.1,378.1
158,20080101,2008,956,18813,1,188.1,188.1
159,20080101,2008,755,18813,1,24.225,24.225
160,20080101,2008,2382,18813,1,104.4905,104.4905
161,20080101,2008,1253,18813,1,18.9905,18.9905
162,20080101,2008,1230,18813,1,1453.5,1453.5
163,20080101,2008,1322,18813,1,31.3405,31.3405
164,20080101,2008,929,18813,1,32.2905,32.2905
165,20080101,2008,1261,18813,1,35.1405,35.1405
166,20080101,2008,933,18813,1,52.25,52.25
167,20080101,2008,2290,18813,1,113.9905,113.9905
168,20080101,2008,2345,18813,1,218.4905,218.4905
169,20080101,2008,1646,18813,1,151.9905,151.9905
170,20080101,2008,1010,18813,1,177.555,177.555
171,20080101,2008,300,18813,1,208.05,208.05
172,20080101,2008,1186,18813,1,817.0,817.0
173,20080101,2008,2173,18813,1,154.85,154.85
174,20080101,2008,2104,18813,1,244.625,244.625
175,20080101,2008,1553,18813,1,254.6,254.6
176,20080101,2008,1628,18813,1,13.1955,13.1955
177,20080101,2008,1164,18813,1,171.0,171.0
178,20080101,2008,949,18813,1,254.6,254.6
179,20080101,2008,186,18813,1,85.405,85.405
180,20080101,2008,2235,18813,1,96.8905,96.8905
181,20080101,2008,1593,18813,1,13.1955,13.1955
182,20080101,2008,2493,18813,1,23.7405,23.7405
183,20080101,2008,572,18824,1,180.5,180.5
184,20080101,2008,592,18824,1,474.05,474.05
185,20080101,2008,709,18840,1,110.2,110.2
186,20080101,2008,683,18840,1,122.55,122.55
187,20080101,2008,683,18841,1,122.55,122.55
188,20080101,2008,736,18841,1,112.1,112.1
189,20080101,2008,7,19036,1,20.4915,20.4915
190,20080101,2008,7,19036,2,20.4915,40.983
191,20080101,2008,683,18841,2,122.55,245.1
192,20080101,2008,736,18841,2,112.1,224.2
193,20080101,2008,709,18840,2,110.2,220.4
194,20080101,2008,572,18824,2,180.5,361.0
195,20080101,2008,2145,18813,2,123.405,246.81
196,20080101,2008,2124,17164,2,422.75,845.5
197,20080101,2008,1270,18813,2,6.6025,13.205
198,20080101,2008,1763,4750,2,94.7625,189.525
199,20080101,2008,1452,18813,2,278.35,556.7
200,20080101,2008,2206,18813,2,604.1905,1208.381
201,20080101,2008,1552,18813,2,378.1,756.2
202,20080101,2008,1253,18813,2,18.9905,37.981
203,20080101,2008,1230,18813,2,1453.5,2907.0
204,20080101,2008,1322,18813,2,31.3405,62.681
205,20080101,2008,1261,18813,2,35.1405,70.281
206,20080101,2008,933,18813,2,52.25,104.5
207,20080101,2008,1776,15268,2,40.85,81.7
208,20080101,2008,2290,18813,2,113.9905,227.981
209,20080101,2008,1010,18813,2,177.555,355.11
210,20080101,2008,1186,18813,2,817.0,1634.0
211,20080101,2008,2173,18813,2,154.85,309.7
212,20080101,2008,2104,18813,2,244.625,489.25
213,20080101,2008,1553,18813,2,254.6,509.2
214,20080101,2008,1628,18813,2,13.1955,26.391
215,20080101,2008,1666,14157,2,16.0455,32.091
216,20080101,2008,1666,15059,2,16.0455,32.091
217,20080101,2008,1666,15106,2,16.0455,32.091
218,20080101,2008,949,18813,2,254.6,509.2
219,20080101,2008,186,18813,2,85.405,170.81
220,20080101,2008,2235,18813,2,96.8905,193.781
221,20080101,2008,1666,18223,2,16.0455,32.091
222,20080101,2008,1666,18254,2,16.0455,32.091
223,20080101,2008,2493,18813,2,23.7405,47.481
224,20080101,2008,2492,18813,2,23.7405,47.481
225,20080101,2008,2492,18813,3,23.7405,71.2215
226,20080101,2008,744,18813,3,37.905,113.715
227,20080101,2008,2053,18813,3,94.9905,284.9715
228,20080101,2008,2365,18813,3,379.9905,1139.9715
229,20080101,2008,1497,18813,3,253.65,760.95
230,20080101,2008,956,18813,3,188.1,564.3
231,20080101,2008,2382,18813,3,104.4905,313.4715
232,20080101,2008,1253,18813,3,18.9905,56.9715
233,20080101,2008,1230,18813,3,1453.5,4360.5
234,20080101,2008,929,18813,3,32.2905,96.8715
235,20080101,2008,1776,15273,3,40.85,122.55
236,20080101,2008,2345,18813,3,218.4905,655.4715
237,20080101,2008,1646,18813,3,151.9905,455.9715
238,20080101,2008,1010,18813,3,177.555,532.665
239,20080101,2008,300,18813,3,208.05,624.15
240,20080101,2008,197,17606,3,284.905,854.715
241,20080101,2008,1628,18813,3,13.1955,39.5865
242,20080101,2008,1666,14065,3,16.0455,48.1365
243,20080101,2008,1666,14177,3,16.0455,48.1365
244,20080101,2008,1666,14293,3,16.0455,48.1365
245,20080101,2008,1164,18813,3,171.0,513.0
246,20080101,2008,1666,16643,3,16.0455,48.1365
247,20080101,2008,186,18813,3,85.405,256.215
248,20080101,2008,2235,18813,3,96.8905,290.6715
249,20080101,2008,1666,17259,3,16.0455,48.1365
250,20080101,2008,1666,17270,3,16.0455,48.1365
251,20080101,2008,1666,18046,3,16.0455,48.1365
252,20080101,2008,2493,18813,3,23.7405,71.2215
253,20080101,2008,592,18824,3,474.05,1422.15
254,20080101,2008,683,18840,3,122.55,367.65
255,20080101,2008,736,18841,3,112.1,336.3
256,20080101,2008,2492,18813,4,23.7405,94.962
257,20080101,2008,2493,18813,4,23.7405,94.962
258,20080101,2008,2145,18813,4,123.405,493.62
259,20080101,2008,744,18813,4,37.905,151.62
260,20080101,2008,2053,18813,4,94.9905,379.962
261,20080101,2008,2124,17159,4,422.75,1691.0
262,20080101,2008,2365,18813,4,379.9905,1519.962
263,20080101,2008,1270,18813,4,6.6025,26.41
264,20080101,2008,1497,18813,4,253.65,1014.6
265,20080101,2008,1452,18813,4,278.35,1113.4
266,20080101,2008,2206,18813,4,604.1905,2416.762
267,20080101,2008,1552,18813,4,378.1,1512.4
268,20080101,2008,956,18813,4,188.1,752.4
269,20080101,2008,755,18813,4,24.225,96.9
270,20080101,2008,2382,18813,4,104.4905,417.962
271,20080101,2008,1763,4780,4,94.7625,379.05
272,20080101,2008,1322,18813,4,31.3405,125.362
273,20080101,2008,929,18813,4,32.2905,129.162
274,20080101,2008,1261,18813,4,35.1405,140.562
275,20080101,2008,2290,18813,4,113.9905,455.962
276,20080101,2008,2345,18813,4,218.4905,873.962
277,20080101,2008,1646,18813,4,151.9905,607.962
278,20080101,2008,300,18813,4,208.05,832.2
279,20080101,2008,1186,18813,4,817.0,3268.0
280,20080101,2008,2173,18813,4,154.85,619.4
281,20080101,2008,2104,18813,4,244.625,978.5
282,20080101,2008,1553,18813,4,254.6,1018.4
283,20080101,2008,1666,14173,4,16.0455,64.182
284,20080101,2008,1666,15098,4,16.0455,64.182
285,20080101,2008,1666,15540,4,16.0455,64.182
286,20080101,2008,1666,15690,4,16.0455,64.182
287,20080101,2008,1666,16459,4,16.0455,64.182
288,20080101,2008,1666,16617,4,16.0455,64.182
289,20080101,2008,1666,16628,4,16.0455,64.182
290,20080101,2008,1666,16663,4,16.0455,64.182
291,20080101,2008,1666,17078,4,16.0455,64.182
292,20080101,2008,192,5970,4,569.05,2276.2
293,20080101,2008,1666,18238,4,16.0455,64.182
294,20080101,2008,1666,18247,4,16.0455,64.182
295,20080101,2008,1593,18813,4,13.1955,52.782
296,20080101,2008,572,18824,4,180.5,722.0
297,20080101,2008,709,18840,4,110.2,440.8
298,20080101,2008,7,19036,4,20.4915,81.966
299,20080103,2008,1728,11805,1,63.84,63.84
300,20080103,2008,1728,11807,1,63.84,63.84
301,20080103,2008,1728,11810,1,63.84,63.84
302,20080103,2008,1728,11811,1,63.84,63.84
303,20080103,2008,249,9846,1,159.2,159.2
304,20080103,2008,249,9848,1,159.2,159.2
305,20080103,2008,279,9855,1,239.2,239.2
306,20080103,2008,1884,6112,1,1454.4,1454.4
307,20080103,2008,1884,6114,1,1454.4,1454.4
308,20080103,2008,1884,6195,1,1454.4,1454.4
309,20080103,2008,1840,6199,1,1279.2,1279.2
310,20080103,2008,1840,6200,1,1279.2,1279.2
311,20080103,2008,1840,6201,1,1279.2,1279.2
312,20080103,2008,1840,6202,1,1279.2,1279.2
313,20080103,2008,1819,9057,1,25.6,25.6
314,20080103,2008,1594,4668,1,7.992,7.992
315,20080103,2008,1594,4673,1,7.992,7.992
316,20080103,2008,1594,4681,1,7.992,7.992
317,20080103,2008,379,9894,2,260.8,521.6
318,20080103,2008,1884,6115,2,1454.4,2908.8
319,20080103,2008,1819,9044,2,25.6,51.2
320,20080103,2008,1840,6198,2,1279.2,2558.4
321,20080103,2008,1728,11806,3,63.84,191.52
322,20080103,2008,1728,11816,3,63.84,191.52
323,20080103,2008,1594,4675,3,7.992,23.976
324,20080106,2008,1689,12275,1,4.731,4.731
325,20080106,2008,1689,12277,1,4.731,4.731
326,20080106,2008,1689,12278,1,4.731,4.731
327,20080106,2008,1689,12279,1,4.731,4.731
328,20080106,2008,1689,12328,1,4.731,4.731
329,20080106,2008,1689,12380,1,4.731,4.731
330,20080106,2008,1689,12518,1,4.731,4.731
331,20080106,2008,1689,12550,1,4.731,4.731
332,20080106,2008,1689,12559,1,4.731,4.731
333,20080106,2008,1689,12565,1,4.731,4.731
334,20080106,2008,1689,12667,1,4.731,4.731
335,20080106,2008,1689,12668,1,4.731,4.731
336,20080106,2008,1689,12688,1,4.731,4.731
337,20080106,2008,1689,12689,1,4.731,4.731
338,20080106,2008,1689,12693,1,4.731,4.731
339,20080106,2008,1689,12694,1,4.731,4.731
340,20080106,2008,1689,12695,1,4.731,4.731
341,20080106,2008,1689,12696,1,4.731,4.731
342,20080106,2008,1689,12698,1,4.731,4.731
343,20080106,2008,1689,12699,1,4.731,4.731
344,20080106,2008,1689,12700,1,4.731,4.731
345,20080106,2008,1689,12701,1,4.731,4.731
346,20080106,2008,1689,12787,1,4.731,4.731
347,20080106,2008,1689,12788,1,4.731,4.731
348,20080106,2008,1689,12790,1,4.731,4.731
349,20080106,2008,1689,12791,1,4.731,4.731
350,20080106,2008,1689,12792,1,4.731,4.731
351,20080106,2008,1689,12793,1,4.731,4.731
352,20080106,2008,1689,12795,1,4.731,4.731
353,20080106,2008,1757,4839,1,53.105,53.105
354,20080106,2008,1757,4840,1,53.105,53.105
355,20080106,2008,1757,5219,1,53.105,53.105
356,20080106,2008,1757,5223,1,53.105,53.105
357,20080106,2008,1757,5224,1,53.105,53.105
358,20080106,2008,197,18328,1,284.905,284.905
359,20080106,2008,197,18330,1,284.905,284.905
360,20080106,2008,197,18335,1,284.905,284.905
361,20080106,2008,1874,5083,1,1727.1,1727.1
362,20080106,2008,1874,5085,1,1727.1,1727.1
363,20080106,2008,1874,5088,1,1727.1,1727.1
364,20080106,2008,1874,5089,1,1727.1,1727.1
365,20080106,2008,1857,5846,1,2520.255,2520.255
366,20080106,2008,1857,5853,1,2520.255,2520.255
367,20080106,2008,1857,5854,1,2520.255,2520.255
368,20080106,2008,1857,5855,1,2520.255,2520.255
369,20080106,2008,1857,5862,1,2520.255,2520.255
370,20080106,2008,1857,5863,1,2520.255,2520.255
371,20080106,2008,1857,5866,1,2520.255,2520.255
372,20080106,2008,1830,5073,1,1519.05,1519.05
373,20080106,2008,1830,5075,1,1519.05,1519.05
374,20080106,2008,1830,5076,1,1519.05,1519.05
375,20080106,2008,1830,5077,1,1519.05,1519.05
376,20080106,2008,1830,5078,1,1519.05,1519.05
377,20080106,2008,1830,5080,1,1519.05,1519.05
378,20080106,2008,1830,5081,1,1519.05,1519.05
379,20080106,2008,1824,4261,1,30.4,30.4
380,20080106,2008,1824,4277,1,30.4,30.4
381,20080106,2008,1824,4278,1,30.4,30.4
382,20080106,2008,1824,4279,1,30.4,30.4
383,20080106,2008,1824,4425,1,30.4,30.4
384,20080106,2008,1824,4520,1,30.4,30.4
385,20080106,2008,1824,4814,1,30.4,30.4
386,20080106,2008,1824,4820,1,30.4,30.4
387,20080106,2008,1824,4821,1,30.4,30.4
388,20080106,2008,1824,4825,1,30.4,30.4
389,20080106,2008,1692,12796,1,6.6405,6.6405
390,20080106,2008,1692,12797,1,6.6405,6.6405
391,20080106,2008,1692,12798,1,6.6405,6.6405
392,20080106,2008,1692,12801,1,6.6405,6.6405
393,20080106,2008,1692,12802,1,6.6405,6.6405
394,20080106,2008,1692,12803,1,6.6405,6.6405
395,20080106,2008,1692,12806,1,6.6405,6.6405
396,20080106,2008,1692,13238,1,6.6405,6.6405
397,20080106,2008,1692,13276,1,6.6405,6.6405
398,20080106,2008,1692,13448,1,6.6405,6.6405
399,20080106,2008,1692,13449,1,6.6405,6.6405
400,20080106,2008,1692,13450,1,6.6405,6.6405
401,20080106,2008,1692,13452,1,6.6405,6.6405
402,20080106,2008,1692,13491,1,6.6405,6.6405
403,20080106,2008,1692,13493,1,6.6405,6.6405
404,20080106,2008,1692,13619,1,6.6405,6.6405
405,20080106,2008,1692,13620,1,6.6405,6.6405
406,20080106,2008,1692,13621,1,6.6405,6.6405
407,20080106,2008,1692,13649,1,6.6405,6.6405
408,20080106,2008,1692,13652,1,6.6405,6.6405
409,20080106,2008,1692,13653,1,6.6405,6.6405
410,20080106,2008,1692,13738,1,6.6405,6.6405
411,20080106,2008,1692,13741,1,6.6405,6.6405
412,20080106,2008,1692,13742,1,6.6405,6.6405
413,20080106,2008,1692,13744,1,6.6405,6.6405
414,20080106,2008,1692,13746,1,6.6405,6.6405
415,20080106,2008,1143,18813,1,311.6,311.6
416,20080106,2008,2337,18813,1,218.4905,218.4905
417,20080106,2008,413,18813,1,569.05,569.05
418,20080106,2008,1230,18813,1,1453.5,1453.5
419,20080106,2008,1195,18813,1,622.25,622.25
420,20080106,2008,1170,18813,1,601.35,601.35
421,20080106,2008,328,18813,1,246.05,246.05
422,20080106,2008,1037,18813,1,179.075,179.075
423,20080106,2008,899,18813,1,41.8,41.8
424,20080106,2008,753,18813,1,10.925,10.925
425,20080106,2008,2349,18813,1,436.9905,436.9905
426,20080106,2008,854,18813,1,122.55,122.55
427,20080106,2008,902,18813,1,41.8,41.8
428,20080106,2008,1568,18813,1,266.0,266.0
429,20080106,2008,743,18813,1,12.3025,12.3025
430,20080106,2008,2040,18813,1,132.9905,132.9905
431,20080106,2008,1268,18813,1,47.462,47.462
432,20080106,2008,719,18841,1,216.6,216.6
433,20080106,2008,122,18784,1,265.9905,265.9905
434,20080106,2008,2505,18813,1,9.4905,9.4905
435,20080106,2008,1143,18813,2,311.6,623.2
436,20080106,2008,2337,18813,2,218.4905,436.981
437,20080106,2008,413,18813,2,569.05,1138.1
438,20080106,2008,1230,18813,2,1453.5,2907.0
439,20080106,2008,1195,18813,2,622.25,1244.5
440,20080106,2008,1689,12692,2,4.731,9.462
441,20080106,2008,1689,12794,2,4.731,9.462
442,20080106,2008,1692,12800,2,6.6405,13.281
443,20080106,2008,1692,13500,2,6.6405,13.281
444,20080106,2008,1692,13618,2,6.6405,13.281
445,20080106,2008,1170,18813,2,601.35,1202.7
446,20080106,2008,197,18336,2,284.905,569.81
447,20080106,2008,328,18813,2,246.05,492.1
448,20080106,2008,1037,18813,2,179.075,358.15
449,20080106,2008,1830,5079,2,1519.05,3038.1
450,20080106,2008,899,18813,2,41.8,83.6
451,20080106,2008,753,18813,2,10.925,21.85
452,20080106,2008,2349,18813,2,436.9905,873.981
453,20080106,2008,854,18813,2,122.55,245.1
454,20080106,2008,1874,5087,2,1727.1,3454.2
455,20080106,2008,743,18813,2,12.3025,24.605
456,20080106,2008,2040,18813,2,132.9905,265.981
457,20080106,2008,1857,5861,2,2520.255,5040.51
458,20080106,2008,1268,18813,2,47.462,94.924
459,20080106,2008,2505,18813,2,9.4905,18.981
460,20080106,2008,1824,4260,3,30.4,91.2
461,20080106,2008,2337,18813,3,218.4905,655.4715
462,20080106,2008,1824,4822,3,30.4,91.2
463,20080106,2008,413,18813,3,569.05,1707.15
464,20080106,2008,1230,18813,3,1453.5,4360.5
465,20080106,2008,1689,12276,3,4.731,14.193
466,20080106,2008,1689,12329,3,4.731,14.193
467,20080106,2008,1689,12520,3,4.731,14.193
468,20080106,2008,1689,12697,3,4.731,14.193
469,20080106,2008,1692,12805,3,6.6405,19.9215
470,20080106,2008,1692,13237,3,6.6405,19.9215
471,20080106,2008,1692,13651,3,6.6405,19.9215
472,20080106,2008,1692,13737,3,6.6405,19.9215
473,20080106,2008,753,18813,3,10.925,32.775
474,20080106,2008,2349,18813,3,436.9905,1310.9715
475,20080106,2008,854,18813,3,122.55,367.65
476,20080106,2008,1757,5016,3,53.105,159.315
477,20080106,2008,1757,5222,3,53.105,159.315
478,20080106,2008,902,18813,3,41.8,125.4
479,20080106,2008,1568,18813,3,266.0,798.0
480,20080106,2008,1857,5867,3,2520.255,7560.765
481,20080106,2008,1268,18813,3,47.462,142.386
482,20080106,2008,719,18841,3,216.6,649.8
483,20080106,2008,2505,18813,3,9.4905,28.4715
484,20080106,2008,1143,18813,4,311.6,1246.4
485,20080106,2008,1824,4280,4,30.4,121.6
486,20080106,2008,1195,18813,4,622.25,2489.0
487,20080106,2008,1689,12281,4,4.731,18.924
488,20080106,2008,1689,12789,4,4.731,18.924
489,20080106,2008,1692,13451,4,6.6405,26.562
490,20080106,2008,1692,13733,4,6.6405,26.562
491,20080106,2008,1692,13743,4,6.6405,26.562
492,20080106,2008,1170,18813,4,601.35,2405.4
493,20080106,2008,197,18329,4,284.905,1139.62
494,20080106,2008,328,18813,4,246.05,984.2
495,20080106,2008,1830,5074,4,1519.05,6076.2
496,20080106,2008,1874,5082,4,1727.1,6908.4
497,20080106,2008,902,18813,4,41.8,167.2
498,20080106,2008,1568,18813,4,266.0,1064.0
499,20080106,2008,2040,18813,4,132.9905,531.962
500,20080106,2008,719,18841,4,216.6,866.4
501,20080106,2008,2505,18813,4,9.4905,37.962
502,20080107,2008,1690,9329,1,16.1405,16.1405
503,20080107,2008,1690,9330,1,16.1405,16.1405
504,20080107,2008,1690,9336,1,16.1405,16.1405
505,20080107,2008,1690,9337,1,16.1405,16.1405
506,20080107,2008,1690,9338,1,16.1405,16.1405
507,20080107,2008,1690,9339,1,16.1405,16.1405
508,20080107,2008,1690,9341,1,16.1405,16.1405
509,20080107,2008,1690,9345,1,16.1405,16.1405
510,20080107,2008,1690,9346,1,16.1405,16.1405
511,20080107,2008,1690,9347,1,16.1405,16.1405
512,20080107,2008,1690,9348,1,16.1405,16.1405
513,20080107,2008,1690,9361,1,16.1405,16.1405
514,20080107,2008,1690,9365,1,16.1405,16.1405
515,20080107,2008,1690,9367,1,16.1405,16.1405
516,20080107,2008,1690,9368,1,16.1405,16.1405
517,20080107,2008,1690,9462,1,16.1405,16.1405
518,20080107,2008,1690,9476,1,16.1405,16.1405
519,20080107,2008,1690,9477,1,16.1405,16.1405
520,20080107,2008,1690,9478,1,16.1405,16.1405
521,20080107,2008,1690,9636,1,16.1405,16.1405
522,20080107,2008,1690,9637,1,16.1405,16.1405
523,20080107,2008,1690,9645,1,16.1405,16.1405
524,20080107,2008,1690,10272,1,16.1405,16.1405
525,20080107,2008,1690,10288,1,16.1405,16.1405
526,20080107,2008,1690,10289,1,16.1405,16.1405
527,20080107,2008,1690,10294,1,16.1405,16.1405
528,20080107,2008,1690,10295,1,16.1405,16.1405
529,20080107,2008,1690,10301,1,16.1405,16.1405
530,20080107,2008,1690,10317,1,16.1405,16.1405
531,20080107,2008,1690,10325,1,16.1405,16.1405
532,20080107,2008,1690,10327,1,16.1405,16.1405
533,20080107,2008,1690,10328,1,16.1405,16.1405
534,20080107,2008,1690,10420,1,16.1405,16.1405
535,20080107,2008,1690,10434,1,16.1405,16.1405
